pageid,title,lastrevid,talkid,city,state,score_pred
108344,"West Sacramento, California",1178415491,4598701.0,West Sacramento,California,GA
117337,"Westlake Village, California",1176266129,3536647.0,Westlake Village,California,B
107840,"Westminster, California",1176208121,7577846.0,Westminster,California,C
107500,"Westmorland, California",1165907293,283660.0,Westmorland,California,C
108351,"Wheatland, California",1165907393,7577895.0,Wheatland,California,C
107706,"Whittier, California",1177442626,5941781.0,Whittier,California,B
107952,"Wildomar, California",1172064279,1784153.0,Wildomar,California,GA
107384,"Williams, California",1165907685,283535.0,Williams,California,C
107752,"Willits, California",1153510428,7578090.0,Willits,California,C
107468,"Willows, California",1156692173,283628.0,Willows,California,GA
108246,"Windsor, California",1177247770,4263245.0,Windsor,California,C
60865,"Winters, California",1176180903,2438555.0,Winters,California,C
108313,"Woodlake, California",1165908350,7578209.0,Woodlake,California,C
108345,"Woodland, California",1178601233,2910197.0,Woodland,California,B
108127,"Woodside, California",1179295878,7578224.0,Woodside,California,C
107841,"Yorba Linda, California",1175862122,3336818.0,Yorba Linda,California,B
3313909,"Yountville, California",1177483130,7578424.0,Yountville,California,C
108220,"Yreka, California",1175598681,2544852.0,Yreka,California,B
108275,"Yuba City, California",1179527273,7578448.0,Yuba City,California,C
108021,"Yucaipa, California",1178651905,3947047.0,Yucaipa,California,C
108022,"Yucca Valley, California",1178302554,5379144.0,Yucca Valley,California,C
23962196,2020 United States census,1177663344,51715115.0,2020 United States census,,B
3448729,2010 United States census,1179393707,3474126.0,2010 United States census,,FA
108560,"Aguilar, Colorado",1171165593,14233195.0,Aguilar,Colorado,C
108660,"Akron, Colorado",1170422883,14233255.0,Akron,Colorado,C
60594,"Alamosa, Colorado",1176304412,4435692.0,Alamosa,Colorado,GA
108612,"Alma, Colorado",1179032647,6719348.0,Alma,Colorado,GA
108422,"Antonito, Colorado",1170423379,6858502.0,Antonito,Colorado,GA
108566,"Arriba, Colorado",1170423476,14233372.0,Arriba,Colorado,C
108352,"Arvada, Colorado",1175860777,1338068.0,Arvada,Colorado,C
48921,"Aspen, Colorado",1176517313,2894638.0,Aspen,Colorado,C
108663,"Ault, Colorado",1166014786,13665695.0,Ault,Colorado,C
108353,"Aurora, Colorado",1179384738,4419664.0,Aurora,Colorado,C
108462,"Avon, Colorado",1168055768,7380437.0,Avon,Colorado,GA
108463,"Basalt, Colorado",1167819680,6582680.0,Basalt,Colorado,C
108547,"Bayfield, Colorado",1166015162,12855951.0,Bayfield,Colorado,C
108354,"Bennett, Colorado",1179431162,6582710.0,Bennett,Colorado,C
108551,"Berthoud, Colorado",1175961431,4217679.0,Berthoud,Colorado,C
108541,"Bethune, Colorado",1166015600,14239117.0,Bethune,Colorado,GA
108508,"Black Hawk, Colorado",1165536223,4426509.0,Black Hawk,Colorado,GA
108427,"Blanca, Colorado",1166015822,6582762.0,Blanca,Colorado,C
108651,"Blue River, Colorado",1166015900,6582780.0,Blue River,Colorado,C
108640,"Bonanza, Colorado",1175058619,6582788.0,Bonanza,Colorado,C
108625,"Boone, Colorado",1166015992,6582805.0,Boone,Colorado,GA
94341,"Boulder, Colorado",1178728641,104432.0,Boulder,Colorado,B
108373,"Bow Mar, Colorado",1172087975,4494314.0,Bow Mar,Colorado,C
108561,"Branson, Colorado",1169613003,6582823.0,Branson,Colorado,C
108652,"Breckenridge, Colorado",1178641571,4502606.0,Breckenridge,Colorado,GA
108356,"Brighton, Colorado",1174330463,4494035.0,Brighton,Colorado,C
108493,"Brookside, Colorado",1174669728,6582856.0,Brookside,Colorado,B
108357,"Broomfield, Colorado",1179239634,2329679.0,Broomfield,Colorado,C
108598,"Brush, Colorado",1176597328,14239189.0,Brush,Colorado,C
108412,"Buena Vista, Colorado",1170521905,6582869.0,Buena Vista,Colorado,C
108542,"Burlington, Colorado",1176597569,14239200.0,Burlington,Colorado,C
108474,"Calhan, Colorado",1166017010,5399784.0,Calhan,Colorado,GA
108389,"Campo, Colorado",1166017117,6582892.0,Campo,Colorado,C
108494,"Cañon City, Colorado",1174672755,4424000.0,Cañon City,Colorado,C
67630973,"Carbonate, Colorado",1175881985,67631015.0,Carbonate,Colorado,Start
108502,"Carbondale, Colorado",1166017258,6582909.0,Carbondale,Colorado,C
108446,"Castle Pines, Colorado",1165538581,14163339.0,Castle Pines,Colorado,GA
56311,"Castle Rock, Colorado",1177259196,4505009.0,Castle Rock,Colorado,GA
108436,"Cedaredge, Colorado",1176597493,6530308.0,Cedaredge,Colorado,C
606746,"Centennial, Colorado",1176649283,4419709.0,Centennial,Colorado,C
108632,"Center, Colorado",1166017537,6582928.0,Center,Colorado,C
48987,"Central City, Colorado",1165538864,4426497.0,Central City,Colorado,C
108603,"Cheraw, Colorado",1166017748,6582935.0,Cheraw,Colorado,GA
108376,"Cherry Hills Village, Colorado",1176416186,14245347.0,Cherry Hills Village,Colorado,GA
108415,"Cheyenne Wells, Colorado",1166017864,5409163.0,Cheyenne Wells,Colorado,C
26661390,"Coal Creek, Fremont County, Colorado",1166018302,6582954.0,Coal Creek,Fremont County,C
108562,"Cokedale, Colorado",1169077979,6582970.0,Cokedale,Colorado,C
108579,"Collbran, Colorado",1166018424,6583089.0,Collbran,Colorado,GA
6250,"Colorado Springs, Colorado",1178370709,437909.0,Colorado Springs,Colorado,GA
108378,"Columbine Valley, Colorado",1166018502,6583095.0,Columbine Valley,Colorado,Start
108358,"Commerce City, Colorado",1165644966,4494008.0,Commerce City,Colorado,GA
108590,"Cortez, Colorado",1177672253,14245493.0,Cortez,Colorado,C
108588,"Craig, Colorado",1176063525,14245516.0,Craig,Colorado,GA
108437,"Crawford, Colorado",1166066057,6583102.0,Crawford,Colorado,C
108587,"Creede, Colorado",1174134135,5196431.0,Creede,Colorado,C
108516,"Crested Butte, Colorado",1176006886,4550262.0,Crested Butte,Colorado,C
54350,"Crestone, Colorado",1169628481,452353.0,Crestone,Colorado,C
45210,"Cripple Creek, Colorado",1170400375,4424008.0,Cripple Creek,Colorado,C
108571,"Crook, Colorado",1166066120,6583159.0,Crook,Colorado,GA
108430,"Crowley, Colorado",1174461326,6583166.0,Crowley,Colorado,Start
108664,"Dacono, Colorado",1165645939,14245562.0,Dacono,Colorado,C
108580,"De Beque, Colorado",1166066503,6583195.0,De Beque,Colorado,GA
108379,"Deer Trail, Colorado",1168750600,6583218.0,Deer Trail,Colorado,GA
108633,"Del Norte, Colorado",1169543815,6583227.0,Del Norte,Colorado,C
108438,"Delta, Colorado",1165646634,5409113.0,Delta,Colorado,C
8522,Denver,1179230182,698372.0,Denver,,B
108653,"Dillon, Colorado",1166066921,6583237.0,Dillon,Colorado,GA
108589,"Dinosaur, Colorado",1166066933,14245635.0,Dinosaur,Colorado,GA
108591,"Dolores, Colorado",1171484275,6583247.0,Dolores,Colorado,GA
108442,"Dove Creek, Colorado",1155653274,6583256.0,Dove Creek,Colorado,GA
108548,"Durango, Colorado",1179063985,197182.0,Durango,Colorado,GA
108538,"Eads, Colorado",1166067188,6583262.0,Eads,Colorado,C
108464,"Eagle, Colorado",1166067205,6583277.0,Eagle,Colorado,GA
108665,"Eaton, Colorado",1166067411,6583289.0,Eaton,Colorado,GA
108687,"Eckley, Colorado",1166067442,6583302.0,Eckley,Colorado,C
108527,"Edgewater, Colorado",1165647821,4494094.0,Edgewater,Colorado,C
108489,"Elizabeth, Colorado",1177197993,6583329.0,Elizabeth,Colorado,GA
108418,"Empire, Colorado",1167532068,6583336.0,Empire,Colorado,GA
108380,"Englewood, Colorado",1159319010,4419740.0,Englewood,Colorado,GA
108400,"Erie, Colorado",1166067788,6583349.0,Erie,Colorado,GA
108553,"Estes Park, Colorado",1177704424,1014577.0,Estes Park,Colorado,GA
108666,"Evans, Colorado",1165650919,14245764.0,Evans,Colorado,GA
108613,"Fairplay, Colorado",1173339354,6583362.0,Fairplay,Colorado,C
108360,"Federal Heights, Colorado",1165746824,14233189.0,Federal Heights,Colorado,C
108667,"Firestone, Colorado",1175884163,6583391.0,Firestone,Colorado,C
108543,"Flagler, Colorado",1166068291,6583404.0,Flagler,Colorado,C
108572,"Fleming, Colorado",1166068299,6583425.0,Fleming,Colorado,C
108496,"Florence, Colorado",1179419782,10441439.0,Florence,Colorado,GA
11507,"Fort Collins, Colorado",1178944198,3737495.0,Fort Collins,Colorado,GA
108668,"Fort Lupton, Colorado",1165747196,4596415.0,Fort Lupton,Colorado,C
108599,"Fort Morgan, Colorado",1178486233,14245860.0,Fort Morgan,Colorado,C
108478,"Fountain, Colorado",1171201658,10472014.0,Fountain,Colorado,GA
108604,"Fowler, Colorado",1169996191,6583434.0,Fowler,Colorado,C
108381,"Foxfield, Colorado",1166068568,6583478.0,Foxfield,Colorado,Start
108509,"Fraser, Colorado",1174801957,6583495.0,Fraser,Colorado,GA
108669,"Frederick, Colorado",1166068704,6583536.0,Frederick,Colorado,GA
108654,"Frisco, Colorado",1179306452,6583550.0,Frisco,Colorado,GA
108581,"Fruita, Colorado",1178320175,14245909.0,Fruita,Colorado,B
108670,"Garden City, Colorado",1166068972,6600877.0,Garden City,Colorado,GA
108567,"Genoa, Colorado",1157193660,6600894.0,Genoa,Colorado,GA
108419,"Georgetown, Colorado",1166069162,4426491.0,Georgetown,Colorado,C
108671,"Gilcrest, Colorado",1166069409,6600909.0,Gilcrest,Colorado,C
108382,"Glendale, Colorado",1175456767,4435811.0,Glendale,Colorado,C
108503,"Glenwood Springs, Colorado",1176024039,14246109.0,Glenwood Springs,Colorado,B
60598,"Golden, Colorado",1179290852,2331573.0,Golden,Colorado,C
108618,"Granada, Colorado",1166069661,6600918.0,Granada,Colorado,C
108510,"Granby, Colorado",1178151006,3499202.0,Granby,Colorado,GA
108583,"Grand Junction, Colorado",1175861049,4082222.0,Grand Junction,Colorado,C
108511,"Grand Lake, Colorado",1166069687,715752.0,Grand Lake,Colorado,C
108672,"Greeley, Colorado",1178251924,4419753.0,Greeley,Colorado,GA
26893809,"Green Mountain Falls, Colorado",1176794572,6600995.0,Green Mountain Falls,Colorado,GA
108383,"Greenwood Village, Colorado",1165748772,14233159.0,Greenwood Village,Colorado,C
108673,"Grover, Colorado",1166180142,6601000.0,Grover,Colorado,C
108517,"Gunnison, Colorado",1179284192,4550259.0,Gunnison,Colorado,GA
108468,"Gypsum, Colorado",1166180260,6601021.0,Gypsum,Colorado,C
108619,"Hartman, Colorado",1166180643,14246177.0,Hartman,Colorado,GA
108539,"Haswell, Colorado",1166180684,14246194.0,Haswell,Colorado,GA
108614,"Haxtun, Colorado",1166180744,6601035.0,Haxtun,Colorado,B
108636,"Hayden, Colorado",1166180751,6601046.0,Hayden,Colorado,GA
108600,"Hillrose, Colorado",1166181046,6601054.0,Hillrose,Colorado,C
108620,"Holly, Colorado",1166181278,6601063.0,Holly,Colorado,C
108615,"Holyoke, Colorado",1165750292,14246278.0,Holyoke,Colorado,C
108372,"Hooper, Colorado",1166181349,6601075.0,Hooper,Colorado,Start
108512,"Hot Sulphur Springs, Colorado",1170778322,6601084.0,Hot Sulphur Springs,Colorado,C
108439,"Hotchkiss, Colorado",1166181423,6601107.0,Hotchkiss,Colorado,Start
108674,"Hudson, Colorado",1167026836,6601132.0,Hudson,Colorado,Stub
108568,"Hugo, Colorado",1157193589,6601142.0,Hugo,Colorado,C
48988,"Idaho Springs, Colorado",1176928214,4426488.0,Idaho Springs,Colorado,C
108549,"Ignacio, Colorado",1166181615,3143241.0,Ignacio,Colorado,Start
108573,"Iliff, Colorado",1177840609,6601172.0,Iliff,Colorado,Start
108403,"Jamestown, Colorado",1176910436,6672312.0,Jamestown,Colorado,GA
108675,"Johnstown, Colorado",1175149391,6672343.0,Johnstown,Colorado,C
108648,"Julesburg, Colorado",1166182111,6672363.0,Julesburg,Colorado,C
108676,"Keenesburg, Colorado",1169540844,6672382.0,Keenesburg,Colorado,Start
108677,"Kersey, Colorado",1173162463,6672407.0,Kersey,Colorado,Start
108655,"Keystone, Colorado",1164803144,4116313.0,Keystone,Colorado,C
108563,"Kim, Colorado",1166182410,6672429.0,Kim,Colorado,C
108490,"Kiowa, Colorado",1166182496,6672446.0,Kiowa,Colorado,Start
108416,"Kit Carson, Colorado",1179510944,6672467.0,Kit Carson,Colorado,Start
108513,"Kremmling, Colorado",1166182624,6672496.0,Kremmling,Colorado,C
108423,"La Jara, Colorado",1166182680,6712428.0,La Jara,Colorado,Start
108605,"La Junta, Colorado",1178932282,8814755.0,La Junta,Colorado,C
108522,"La Veta, Colorado",1172914723,6712464.0,La Veta,Colorado,GA
108404,"Lafayette, Colorado",1178340984,4419755.0,Lafayette,Colorado,FA
108521,"Lake City, Colorado",1166205283,6712498.0,Lake City,Colorado,C
108533,"Lakeside, Colorado",1166205373,4494079.0,Lakeside,Colorado,Start
24570313,"Lakewood, Colorado",1178744077,24570214.0,Lakewood,Colorado,C
108621,"Lamar, Colorado",1167145154,6712541.0,Lamar,Colorado,C
108451,"Larkspur, Colorado",1177649777,6712557.0,Larkspur,Colorado,Start
108395,"Las Animas, Colorado",1165889283,7446889.0,Las Animas,Colorado,C
108678,"LaSalle, Colorado",1166182744,6712463.0,LaSalle,Colorado,Start
48922,"Leadville, Colorado",1176060571,6712582.0,Leadville,Colorado,GA
108569,"Limon, Colorado",1179068458,6712594.0,Limon,Colorado,C
6520746,"Littleton, Colorado",1170400465,4419763.0,Littleton,Colorado,GA
108679,"Lochbuie, Colorado",1166206215,6712607.0,Lochbuie,Colorado,Start
108601,"Log Lane Village, Colorado",1166206238,6712613.0,Log Lane Village,Colorado,GA
108452,"Lone Tree, Colorado",1177405379,14260349.0,Lone Tree,Colorado,C
108405,"Longmont, Colorado",1177867207,4419766.0,Longmont,Colorado,C
108406,"Louisville, Colorado",1174842997,14262215.0,Louisville,Colorado,C
108555,"Loveland, Colorado",1170401381,4419774.0,Loveland,Colorado,GA
108407,"Lyons, Colorado",1176911018,4494105.0,Lyons,Colorado,C
108424,"Manassa, Colorado",1178484245,4736385.0,Manassa,Colorado,B
108592,"Mancos, Colorado",1176595841,8343269.0,Mancos,Colorado,C
108482,"Manitou Springs, Colorado",1175219849,4423996.0,Manitou Springs,Colorado,GA
108606,"Manzanola, Colorado",1166206802,14262305.0,Manzanola,Colorado,C
108518,"Marble, Colorado",1166206852,7324800.0,Marble,Colorado,C
108680,"Mead, Colorado",1166207369,13673754.0,Mead,Colorado,C
108630,"Meeker, Colorado",1168504746,7323120.0,Meeker,Colorado,C
108574,"Merino, Colorado",1166207535,14263132.0,Merino,Colorado,Start
108681,"Milliken, Colorado",1150724690,14263189.0,Milliken,Colorado,C
108469,"Minturn, Colorado",1171671272,14263197.0,Minturn,Colorado,C
108641,"Moffat, Colorado",1179156391,14263230.0,Moffat,Colorado,C
108634,"Monte Vista, Colorado",1165894003,14263450.0,Monte Vista,Colorado,Start
108656,"Montezuma, Colorado",1174065017,14263471.0,Montezuma,Colorado,C
108594,"Montrose, Colorado",1170400965,5409101.0,Montrose,Colorado,B
108483,"Monument, Colorado",1177375214,4495303.0,Monument,Colorado,C
108535,"Morrison, Colorado",1166208587,4460899.0,Morrison,Colorado,C
108519,"Mount Crested Butte, Colorado",1166208704,7319902.0,Mount Crested Butte,Colorado,Start
108536,"Mountain View, Colorado",1166208808,4494087.0,Mountain View,Colorado,GA
108644,"Mountain Village, Colorado",1171485655,7126650.0,Mountain Village,Colorado,Start
108595,"Naturita, Colorado",1171410546,7126671.0,Naturita,Colorado,GA
108408,"Nederland, Colorado",1176911293,7126697.0,Nederland,Colorado,C
108504,"New Castle, Colorado",1166209038,7126706.0,New Castle,Colorado,C
108362,"Northglenn, Colorado",1165895929,4419777.0,Northglenn,Colorado,Start
108645,"Norwood, Colorado",1171485401,7126736.0,Norwood,Colorado,C
108596,"Nucla, Colorado",1166209901,7126760.0,Nucla,Colorado,GA
108682,"Nunn, Colorado",1173012814,7126775.0,Nunn,Colorado,Start
108637,"Oak Creek, Colorado",1160150220,7126790.0,Oak Creek,Colorado,Stub
108597,"Olathe, Colorado",1166210310,1435934.0,Olathe,Colorado,C
108431,"Olney Springs, Colorado",1174460879,7126818.0,Olney Springs,Colorado,Start
108646,"Ophir, Colorado",1171485317,7126832.0,Ophir,Colorado,Start
108440,"Orchard City, Colorado",1171181941,7126838.0,Orchard City,Colorado,GA
108432,"Ordway, Colorado",1166210577,7126868.0,Ordway,Colorado,Start
108661,"Otis, Colorado",1166210754,7126880.0,Otis,Colorado,Start
108610,"Ouray, Colorado",1170397140,2401602.0,Ouray,Colorado,GA
108649,"Ovid, Colorado",1166210795,7126915.0,Ovid,Colorado,Start
108388,"Pagosa Springs, Colorado",1170399951,7794656.0,Pagosa Springs,Colorado,C
108585,"Palisade, Colorado",1174916904,7794666.0,Palisade,Colorado,GA
108484,"Palmer Lake, Colorado",1179308652,4426447.0,Palmer Lake,Colorado,C
108616,"Paoli, Colorado",1166210910,14264643.0,Paoli,Colorado,Stub
108441,"Paonia, Colorado",1177859778,4456518.0,Paonia,Colorado,C
108505,"Parachute, Colorado",1168688409,7794699.0,Parachute,Colorado,C
108455,"Parker, Colorado",1178187768,2785207.0,Parker,Colorado,GA
108576,"Peetz, Colorado",1171397614,4550273.0,Peetz,Colorado,Start
108683,"Pierce, Colorado",1173026490,7794744.0,Pierce,Colorado,Start
108520,"Pitkin, Colorado",1166211445,14273312.0,Pitkin,Colorado,Start
108684,"Platteville, Colorado",1166229063,7794759.0,Platteville,Colorado,C
108413,"Poncha Springs, Colorado",1175520021,7794782.0,Poncha Springs,Colorado,C
108390,"Pritchett, Colorado",1166229453,7794799.0,Pritchett,Colorado,Start
24158,"Pueblo, Colorado",1177884537,1681028.0,Pueblo,Colorado,C
108486,"Ramah, Colorado",1171409652,7794823.0,Ramah,Colorado,Start
108631,"Rangely, Colorado",1177548664,7323135.0,Rangely,Colorado,GA
108685,"Raymer, Colorado",1166229628,1187109.0,Raymer,Colorado,GA
108470,"Red Cliff, Colorado",1166229666,7794962.0,Red Cliff,Colorado,Start
108443,"Rico, Colorado",1171181707,7794895.0,Rico,Colorado,Start
108611,"Ridgway, Colorado",1166229931,5409094.0,Ridgway,Colorado,C
108506,"Rifle, Colorado",1176634628,14274998.0,Rifle,Colorado,GA
108499,"Rockvale, Colorado",1171181842,7566371.0,Rockvale,Colorado,Stub
108607,"Rocky Ford, Colorado",1175097098,4596407.0,Rocky Ford,Colorado,C
108425,"Romeo, Colorado",1166230241,7794939.0,Romeo,Colorado,Start
108628,"Rye, Colorado",1166230538,7794953.0,Rye,Colorado,C
108642,"Saguache, Colorado",1166230553,4550285.0,Saguache,Colorado,GA
108414,"Salida, Colorado",1176064355,6813133.0,Salida,Colorado,C
108429,"San Luis, Colorado",1170159607,7795006.0,San Luis,Colorado,C
108426,"Sanford, Colorado",1147906212,7795020.0,Sanford,Colorado,Start
108647,"Sawpit, Colorado",1171485102,7795035.0,Sawpit,Colorado,Start
108650,"Sedgwick, Colorado",1166230932,7795063.0,Sedgwick,Colorado,Start
108544,"Seibert, Colorado",1161451724,7795087.0,Seibert,Colorado,Start
108686,"Severance, Colorado",1179432275,7795108.0,Severance,Colorado,C
108385,"Sheridan, Colorado",1165901574,14603194.0,Sheridan,Colorado,GA
108540,"Sheridan Lake, Colorado",1166231183,7795123.0,Sheridan Lake,Colorado,Start
108507,"Silt, Colorado",1166231341,7795144.0,Silt,Colorado,C
108434,"Silver Cliff, Colorado",1166231347,4833330.0,Silver Cliff,Colorado,GA
108420,"Silver Plume, Colorado",1168583632,7795174.0,Silver Plume,Colorado,C
108657,"Silverthorne, Colorado",1169254473,7795190.0,Silverthorne,Colorado,C
108643,"Silverton, Colorado",1177394658,7795213.0,Silverton,Colorado,GA
108492,"Simla, Colorado",1166231380,7795233.0,Simla,Colorado,C
108617,"Snowmass Village, Colorado",1170458123,7795243.0,Snowmass Village,Colorado,GA
108635,"South Fork, Colorado",1166329657,7795255.0,South Fork,Colorado,Start
108391,"Springfield, Colorado",1166330035,6800919.0,Springfield,Colorado,C
108564,"Starkville, Colorado",1166330387,7795284.0,Starkville,Colorado,C
108638,"Steamboat Springs, Colorado",1177507522,14555926.0,Steamboat Springs,Colorado,C
108577,"Sterling, Colorado",1179293976,7795299.0,Sterling,Colorado,C
108545,"Stratton, Colorado",1166330659,7795316.0,Stratton,Colorado,Start
108433,"Sugar City, Colorado",1166330744,7795327.0,Sugar City,Colorado,Start
108410,"Superior, Colorado",1176949608,4494069.0,Superior,Colorado,C
108608,"Swink, Colorado",1171397782,7795353.0,Swink,Colorado,GA
43345,"Telluride, Colorado",1176458031,3400191.0,Telluride,Colorado,C
108365,"Thornton, Colorado",1177333326,4494029.0,Thornton,Colorado,GA
108557,"Timnath, Colorado",1166331399,5497330.0,Timnath,Colorado,GA
108565,"Trinidad, Colorado",1175866099,1093358.0,Trinidad,Colorado,C
108392,"Two Buttes, Colorado",1171397936,6800927.0,Two Buttes,Colorado,Start
108471,"Vail, Colorado",1176437315,2355066.0,Vail,Colorado,C
108658,"Victor, Colorado",1165906204,7795412.0,Victor,Colorado,B
108393,"Vilas, Colorado",1166332217,7795429.0,Vilas,Colorado,Start
108546,"Vona, Colorado",1166332285,7795437.0,Vona,Colorado,Start
108524,"Walden, Colorado",1166332359,7795458.0,Walden,Colorado,C
108523,"Walsenburg, Colorado",1171329387,7795469.0,Walsenburg,Colorado,C
108394,"Walsh, Colorado",1166332486,7795480.0,Walsh,Colorado,Start
108411,"Ward, Colorado",1176911520,7795492.0,Ward,Colorado,C
108558,"Wellington, Colorado",1179115497,7795520.0,Wellington,Colorado,C
108435,"Westcliffe, Colorado",1169568829,4833324.0,Westcliffe,Colorado,Start
108369,"Westminster, Colorado",1175860809,4419782.0,Westminster,Colorado,GA
108537,"Wheat Ridge, Colorado",1151731889,4419786.0,Wheat Ridge,Colorado,C
108602,"Wiggins, Colorado",1166333641,7795542.0,Wiggins,Colorado,GA
108622,"Wiley, Colorado",1166333653,7795551.0,Wiley,Colorado,C
108500,"Williamsburg, Colorado",1166333694,7795565.0,Williamsburg,Colorado,Start
108559,"Windsor, Colorado",1170401434,157144.0,Windsor,Colorado,C
108515,"Winter Park, Colorado",1166334136,1167464.0,Winter Park,Colorado,C
108659,"Woodland Park, Colorado",1178792910,5267967.0,Woodland Park,Colorado,C
108688,"Wray, Colorado",1171165691,15169475.0,Wray,Colorado,C
108639,"Yampa, Colorado",1166334513,7323149.0,Yampa,Colorado,Start
108689,"Yuma, Colorado",1171391224,15169621.0,Yuma,Colorado,Start
23962196,2020 United States census,1177663344,51715115.0,2020 United States census,,B
108352,"Arvada, Colorado",1175860777,1338068.0,Arvada,Colorado,C
96987,"Jefferson County, Colorado",1170528163,278197.0,Jefferson County,Colorado,C
57253,"Adams County, Colorado",1177988291,278167.0,Adams County,Colorado,C
108353,"Aurora, Colorado",1179384738,4419664.0,Aurora,Colorado,C
97016,"Arapahoe County, Colorado",1176446581,278169.0,Arapahoe County,Colorado,C
56310,"Douglas County, Colorado",1177990081,96999.0,Douglas County,Colorado,C
108463,"Basalt, Colorado",1167819680,6582680.0,Basalt,Colorado,C
96998,"Eagle County, Colorado",1176066425,278185.0,Eagle County,Colorado,C
96960,"Pitkin County, Colorado",1177453023,278219.0,Pitkin County,Colorado,C
108354,"Bennett, Colorado",1179431162,6582710.0,Bennett,Colorado,C
108551,"Berthoud, Colorado",1175961431,4217679.0,Berthoud,Colorado,C
96982,"Larimer County, Colorado",1170529625,278202.0,Larimer County,Colorado,C
96946,"Weld County, Colorado",1170836086,278233.0,Weld County,Colorado,C
108373,"Bow Mar, Colorado",1172087975,4494314.0,Bow Mar,Colorado,C
108356,"Brighton, Colorado",1174330463,4494035.0,Brighton,Colorado,C
108632,"Center, Colorado",1166017537,6582928.0,Center,Colorado,C
96953,"Saguache County, Colorado",1170573848,278225.0,Saguache County,Colorado,C
96955,"Rio Grande County, Colorado",1170571963,278223.0,Rio Grande County,Colorado,C
48987,"Central City, Colorado",1165538864,4426497.0,Central City,Colorado,C
96993,"Gilpin County, Colorado",1172192891,278191.0,Gilpin County,Colorado,C
97008,"Clear Creek County, Colorado",1170527318,278176.0,Clear Creek County,Colorado,C
108400,"Erie, Colorado",1166067788,6583349.0,Erie,Colorado,GA
97012,"Boulder County, Colorado",1174153070,278173.0,Boulder County,Colorado,C
26893809,"Green Mountain Falls, Colorado",1176794572,6600995.0,Green Mountain Falls,Colorado,GA
96997,"El Paso County, Colorado",1176444465,278187.0,El Paso County,Colorado,C
96948,"Teller County, Colorado",1170529422,278231.0,Teller County,Colorado,C
108675,"Johnstown, Colorado",1175149391,6672343.0,Johnstown,Colorado,C
6520746,"Littleton, Colorado",1170400465,4419763.0,Littleton,Colorado,GA
108679,"Lochbuie, Colorado",1166206215,6712607.0,Lochbuie,Colorado,Start
108405,"Longmont, Colorado",1177867207,4419766.0,Longmont,Colorado,C
108362,"Northglenn, Colorado",1165895929,4419777.0,Northglenn,Colorado,Start
108410,"Superior, Colorado",1176949608,4494069.0,Superior,Colorado,C
108365,"Thornton, Colorado",1177333326,4494029.0,Thornton,Colorado,GA
108557,"Timnath, Colorado",1166331399,5497330.0,Timnath,Colorado,GA
108369,"Westminster, Colorado",1175860809,4419782.0,Westminster,Colorado,GA
108559,"Windsor, Colorado",1170401434,157144.0,Windsor,Colorado,C
108909,"Arden, Delaware",1174932234,1113176.0,Arden,Delaware,GA
108910,"Ardencroft, Delaware",1166484730,12101354.0,Ardencroft,Delaware,C
108911,"Ardentown, Delaware",1166484744,12101352.0,Ardentown,Delaware,C
108913,"Bellefonte, Delaware",1166015346,12101391.0,Bellefonte,Delaware,C
108932,"Bethany Beach, Delaware",1179040604,12101396.0,Bethany Beach,Delaware,FA
108933,"Bethel, Delaware",1166015571,9543804.0,Bethel,Delaware,GA
108934,"Blades, Delaware",1166015807,12101401.0,Blades,Delaware,C
108883,"Bowers, Delaware",1166016077,1024056.0,Bowers,Delaware,GA
108935,"Bridgeville, Delaware",1166016261,931797.0,Bridgeville,Delaware,GA
108884,"Camden, Delaware",1174789596,7759766.0,Camden,Delaware,GA
108885,"Cheswold, Delaware",1169845434,12101430.0,Cheswold,Delaware,GA
108886,"Clayton, Delaware",1166018096,12101433.0,Clayton,Delaware,C
108936,"Dagsboro, Delaware",1166066312,12101439.0,Dagsboro,Delaware,GA
108916,"Delaware City, Delaware",1165646549,10763636.0,Delaware City,Delaware,C
108937,"Delmar, Delaware",1175097267,11787067.0,Delmar,Delaware,C
108938,"Dewey Beach, Delaware",1166066772,12101446.0,Dewey Beach,Delaware,C
57694,"Dover, Delaware",1175559926,1264551.0,Dover,Delaware,C
108939,"Ellendale, Delaware",1169846393,12101453.0,Ellendale,Delaware,C
108918,"Elsmere, Delaware",1166067670,12101457.0,Elsmere,Delaware,GA
108888,"Farmington, Delaware",1170434671,12101461.0,Farmington,Delaware,C
108889,"Felton, Delaware",1172284450,12101463.0,Felton,Delaware,GA
108940,"Fenwick Island, Delaware",1172670967,12101467.0,Fenwick Island,Delaware,C
108941,"Frankford, Delaware",1174841134,12101471.0,Frankford,Delaware,C
108890,"Frederica, Delaware",1166068689,12101479.0,Frederica,Delaware,GA
108942,"Georgetown, Delaware",1173176536,12101482.0,Georgetown,Delaware,B
108943,"Greenwood, Delaware",1170380024,12101484.0,Greenwood,Delaware,C
108891,"Harrington, Delaware",1165749258,12101363.0,Harrington,Delaware,GA
108892,"Hartly, Delaware",1166180636,12101485.0,Hartly,Delaware,C
108944,"Henlopen Acres, Delaware",1166180875,1220921.0,Henlopen Acres,Delaware,GA
108894,"Houston, Delaware",1166181434,12101489.0,Houston,Delaware,C
108896,"Kenton, Delaware",1166182295,12101491.0,Kenton,Delaware,C
108945,"Laurel, Delaware",1159232926,12101496.0,Laurel,Delaware,C
