article_title,revision_id,article_quality,state,population,regional_division
"Centre, Alabama",1164314017,C,Alabama,5074296,East South Central
"Centreville, Alabama",1172134285,C,Alabama,5074296,East South Central
"Chatom, Alabama",1159488446,C,Alabama,5074296,East South Central
"Chelsea, Alabama",1165539092,C,Alabama,5074296,East South Central
"Cherokee, Alabama",1166017755,C,Alabama,5074296,East South Central
"Chickasaw, Alabama",1165539195,C,Alabama,5074296,East South Central
"Childersburg, Alabama",1165539227,GA,Alabama,5074296,East South Central
"Citronelle, Alabama",1165539457,C,Alabama,5074296,East South Central
"Clanton, Alabama",1158612343,GA,Alabama,5074296,East South Central
"Clay, Alabama",1177621993,C,Alabama,5074296,East South Central
"Clayhatchee, Alabama",1166018079,Start,Alabama,5074296,East South Central
"Clayton, Alabama",1155236230,C,Alabama,5074296,East South Central
"Cleveland, Alabama",1168466910,C,Alabama,5074296,East South Central
"Clio, Alabama",1165644511,Start,Alabama,5074296,East South Central
"Coaling, Alabama",1166018304,C,Alabama,5074296,East South Central
"Coffee Springs, Alabama",1166018326,Start,Alabama,5074296,East South Central
"Coffeeville, Alabama",1166029689,C,Alabama,5074296,East South Central
"Coker, Alabama",1166018360,Start,Alabama,5074296,East South Central
"Collinsville, Alabama",1177947751,C,Alabama,5074296,East South Central
"Colony, Alabama",1166018463,GA,Alabama,5074296,East South Central
"Columbia, Alabama",1166018475,C,Alabama,5074296,East South Central
"Columbiana, Alabama",1151357569,C,Alabama,5074296,East South Central
"Coosada, Alabama",1172561590,C,Alabama,5074296,East South Central
"Cordova, Alabama",1165645181,GA,Alabama,5074296,East South Central
"Cottonwood, Alabama",1096812941,C,Alabama,5074296,East South Central
"County Line, Alabama",1166018950,Start,Alabama,5074296,East South Central
"Courtland, Alabama",1157580326,GA,Alabama,5074296,East South Central
"Cowarts, Alabama",1166019003,C,Alabama,5074296,East South Central
"Creola, Alabama",1139764613,GA,Alabama,5074296,East South Central
"Crossville, Alabama",1166066155,C,Alabama,5074296,East South Central
"Cuba, Alabama",1175879685,C,Alabama,5074296,East South Central
"Cullman, Alabama",1177009324,B,Alabama,5074296,East South Central
"Cusseta, Alabama",1172824345,Start,Alabama,5074296,East South Central
"Dadeville, Alabama",1158607851,C,Alabama,5074296,East South Central
"Daleville, Alabama",1154496305,GA,Alabama,5074296,East South Central
"Daphne, Alabama",1165646156,FA,Alabama,5074296,East South Central
"Dauphin Island, Alabama",1174226588,B,Alabama,5074296,East South Central
"Daviston, Alabama",1166066473,C,Alabama,5074296,East South Central
"Dayton, Alabama",1166066487,C,Alabama,5074296,East South Central
"Deatsville, Alabama",1166066515,C,Alabama,5074296,East South Central
"Decatur, Alabama",1178063438,C,Alabama,5074296,East South Central
"Demopolis, Alabama",1161394946,B,Alabama,5074296,East South Central
"Detroit, Alabama",1166066756,Start,Alabama,5074296,East South Central
"Dodge City, Alabama",1166066982,Start,Alabama,5074296,East South Central
"Dora, Alabama",1165647022,C,Alabama,5074296,East South Central
"Dothan, Alabama",1179231968,B,Alabama,5074296,East South Central
"Double Springs, Alabama",1159024876,C,Alabama,5074296,East South Central
"Douglas, Alabama",1166067023,GA,Alabama,5074296,East South Central
"Dozier, Alabama",1096813187,Start,Alabama,5074296,East South Central
"Dutton, Alabama",1166067175,C,Alabama,5074296,East South Central
"East Brewton, Alabama",1165647609,C,Alabama,5074296,East South Central
"Eclectic, Alabama",1145048302,C,Alabama,5074296,East South Central
"Edwardsville, Alabama",1166067508,C,Alabama,5074296,East South Central
"Elba, Alabama",1163400900,C,Alabama,5074296,East South Central
"Elberta, Alabama",1175895043,C,Alabama,5074296,East South Central
"Eldridge, Alabama",1178177223,Start,Alabama,5074296,East South Central
"Elkmont, Alabama",1176555126,C,Alabama,5074296,East South Central
"Elmore, Alabama",1166067658,C,Alabama,5074296,East South Central
"Emelle, Alabama",1158753175,C,Alabama,5074296,East South Central
"Enterprise, Alabama",1160273773,C,Alabama,5074296,East South Central
"Epes, Alabama",1166067751,C,Alabama,5074296,East South Central
"Ethelsville, Alabama",1166067848,Start,Alabama,5074296,East South Central
"Eufaula, Alabama",1160493671,GA,Alabama,5074296,East South Central
"Eutaw, Alabama",1158611853,C,Alabama,5074296,East South Central
"Eva, Alabama",1166067877,GA,Alabama,5074296,East South Central
"Evergreen, Conecuh County, Alabama",1158611789,C,Alabama,5074296,East South Central
"Excel, Alabama",1166067942,C,Alabama,5074296,East South Central
"Fairfield, Alabama",1177239572,C,Alabama,5074296,East South Central
"Fairhope, Alabama",1173963070,C,Alabama,5074296,East South Central
"Fairview, Alabama",1166068021,C,Alabama,5074296,East South Central
"Falkville, Alabama",1166068054,GA,Alabama,5074296,East South Central
"Faunsdale, Alabama",1167428050,GA,Alabama,5074296,East South Central
"Fayette, Alabama",1142947111,C,Alabama,5074296,East South Central
"Five Points, Alabama",1166068289,C,Alabama,5074296,East South Central
"Flomaton, Alabama",1166244039,C,Alabama,5074296,East South Central
"Florala, Alabama",1166068321,C,Alabama,5074296,East South Central
"Florence, Alabama",1178304592,C,Alabama,5074296,East South Central
"Foley, Alabama",1166414056,C,Alabama,5074296,East South Central
"Forkland, Alabama",1166068466,C,Alabama,5074296,East South Central
"Fort Deposit, Alabama",1177020476,C,Alabama,5074296,East South Central
"Fort Payne, Alabama",1172551841,GA,Alabama,5074296,East South Central
"Franklin, Alabama",1166068620,GA,Alabama,5074296,East South Central
"Frisco City, Alabama",1166068863,C,Alabama,5074296,East South Central
"Fruithurst, Alabama",1166068877,Start,Alabama,5074296,East South Central
"Fulton, Alabama",1166068885,Start,Alabama,5074296,East South Central
"Fultondale, Alabama",1165840932,C,Alabama,5074296,East South Central
"Fyffe, Alabama",1160192215,C,Alabama,5074296,East South Central
"Gadsden, Alabama",1177146243,C,Alabama,5074296,East South Central
"Gainesville, Alabama",1166068936,C,Alabama,5074296,East South Central
"Gantt, Alabama",1166068957,Start,Alabama,5074296,East South Central
"Garden City, Alabama",1166068968,C,Alabama,5074296,East South Central
"Gardendale, Alabama",1175530987,C,Alabama,5074296,East South Central
"Gaylesville, Alabama",1166069113,C,Alabama,5074296,East South Central
"Geiger, Alabama",1166069121,Start,Alabama,5074296,East South Central
"Geneva, Alabama",1165747810,C,Alabama,5074296,East South Central
"Georgiana, Alabama",1178540000,Start,Alabama,5074296,East South Central
"Geraldine, Alabama",1166069211,C,Alabama,5074296,East South Central
"Gilbertown, Alabama",1166069407,C,Alabama,5074296,East South Central
"Glen Allen, Alabama",1166069457,C,Alabama,5074296,East South Central
"Glencoe, Alabama",1165748058,C,Alabama,5074296,East South Central
"Glenwood, Alabama",1096814086,Start,Alabama,5074296,East South Central
"Goldville, Alabama",1177535939,Start,Alabama,5074296,East South Central
"Good Hope, Alabama",1165748200,C,Alabama,5074296,East South Central
"Goodwater, Alabama",1166069571,C,Alabama,5074296,East South Central
"Gordo, Alabama",1176908359,C,Alabama,5074296,East South Central
"Gordon, Alabama",1166069580,C,Alabama,5074296,East South Central
"Gordonville, Alabama",1166069594,C,Alabama,5074296,East South Central
"Goshen, Alabama",1166069601,C,Alabama,5074296,East South Central
"Grant, Alabama",1166069728,GA,Alabama,5074296,East South Central
"Graysville, Alabama",1177622200,C,Alabama,5074296,East South Central
"Greensboro, Alabama",1172134373,C,Alabama,5074296,East South Central
"Greenville, Alabama",1171417115,C,Alabama,5074296,East South Central
"Grimes, Alabama",1166180119,Start,Alabama,5074296,East South Central
"Grove Hill, Alabama",1144754911,C,Alabama,5074296,East South Central
"Guin, Alabama",1173001379,C,Alabama,5074296,East South Central
"Gulf Shores, Alabama",1174473447,C,Alabama,5074296,East South Central
"Guntersville, Alabama",1169878221,C,Alabama,5074296,East South Central
"Gurley, Alabama",1173078483,C,Alabama,5074296,East South Central
"Gu-Win, Alabama",1175521277,C,Alabama,5074296,East South Central
"Hackleburg, Alabama",1167581471,GA,Alabama,5074296,East South Central
"Haleburg, Alabama",1166180281,C,Alabama,5074296,East South Central
"Haleyville, Alabama",1168590141,GA,Alabama,5074296,East South Central
"Hamilton, Alabama",1170634832,C,Alabama,5074296,East South Central
"Hammondville, Alabama",1166180369,C,Alabama,5074296,East South Central
"Hanceville, Alabama",1169612470,C,Alabama,5074296,East South Central
"Harpersville, Alabama",1177953234,C,Alabama,5074296,East South Central
"Hartford, Alabama",1165749307,C,Alabama,5074296,East South Central
"Hartselle, Alabama",1165749341,C,Alabama,5074296,East South Central
"Hayden, Alabama",1166180747,C,Alabama,5074296,East South Central
"Hayneville, Alabama",1166180764,C,Alabama,5074296,East South Central
"Headland, Alabama",1168369252,C,Alabama,5074296,East South Central
"Heath, Alabama",1166180800,Start,Alabama,5074296,East South Central
"Heflin, Alabama",1176321971,C,Alabama,5074296,East South Central
"Helena, Alabama",1177702091,C,Alabama,5074296,East South Central
"Henagar, Alabama",1165749718,C,Alabama,5074296,East South Central
"Highland Lake, Alabama",1166180993,Start,Alabama,5074296,East South Central
"Hillsboro, Alabama",1166181055,C,Alabama,5074296,East South Central
"Hobson City, Alabama",1166181157,C,Alabama,5074296,East South Central
"Hodges, Alabama",1166181162,C,Alabama,5074296,East South Central
"Hokes Bluff, Alabama",1165750177,C,Alabama,5074296,East South Central
"Holly Pond, Alabama",1166181271,C,Alabama,5074296,East South Central
"Hollywood, Alabama",1166181286,C,Alabama,5074296,East South Central
"Homewood, Alabama",1177622299,GA,Alabama,5074296,East South Central
"Hoover, Alabama",1177622412,C,Alabama,5074296,East South Central
"Horn Hill, Alabama",1166181398,Start,Alabama,5074296,East South Central
"Hueytown, Alabama",1177622536,C,Alabama,5074296,East South Central
"Huntsville, Alabama",1179363035,FA,Alabama,5074296,East South Central
"Hurtsboro, Alabama",1096814754,C,Alabama,5074296,East South Central
"Hytop, Alabama",1166181602,Start,Alabama,5074296,East South Central
"Ider, Alabama",1166181612,C,Alabama,5074296,East South Central
"Indian Springs Village, Alabama",1166181665,C,Alabama,5074296,East South Central
"Irondale, Alabama",1169440818,C,Alabama,5074296,East South Central
"Jackson, Alabama",1165750992,C,Alabama,5074296,East South Central
"Jackson's Gap, Alabama",1166181798,Start,Alabama,5074296,East South Central
"Jacksonville, Alabama",1175988040,C,Alabama,5074296,East South Central
"Jasper, Alabama",1174380579,C,Alabama,5074296,East South Central
"Jemison, Alabama",1165751151,C,Alabama,5074296,East South Central
"Kansas, Alabama",1166182143,Start,Alabama,5074296,East South Central
"Kellyton, Alabama",1166182186,Stub,Alabama,5074296,East South Central
"Kennedy, Alabama",1166182247,Start,Alabama,5074296,East South Central
"Killen, Alabama",1166182386,C,Alabama,5074296,East South Central
"Kimberly, Alabama",1177622633,C,Alabama,5074296,East South Central
"Kinsey, Alabama",1166182487,C,Alabama,5074296,East South Central
"Kinston, Alabama",1166182489,C,Alabama,5074296,East South Central
"LaFayette, Alabama",1165752571,C,Alabama,5074296,East South Central
"Lake View, Alabama",1170831381,C,Alabama,5074296,East South Central
"Lakeview, Alabama",1166205391,Start,Alabama,5074296,East South Central
"Lanett, Alabama",1165889187,C,Alabama,5074296,East South Central
"Langston, Alabama",1171521067,C,Alabama,5074296,East South Central
"Leeds, Alabama",1179531175,C,Alabama,5074296,East South Central
"Leesburg, Alabama",1166205728,C,Alabama,5074296,East South Central
"Leighton, Alabama",1148926606,C,Alabama,5074296,East South Central
"Lester, Alabama",1166205815,Start,Alabama,5074296,East South Central
"Level Plains, Alabama",1165890044,Start,Alabama,5074296,East South Central
"Lexington, Alabama",1166205880,Start,Alabama,5074296,East South Central
"Libertyville, Alabama",1166205930,Start,Alabama,5074296,East South Central
"Lincoln, Alabama",1165890317,C,Alabama,5074296,East South Central
"Linden, Alabama",1170891816,GA,Alabama,5074296,East South Central
"Lineville, Alabama",1165890459,GA,Alabama,5074296,East South Central
"Lipscomb, Alabama",1177622747,C,Alabama,5074296,East South Central
"Lisman, Alabama",1166206088,C,Alabama,5074296,East South Central
"Littleville, Alabama",1166206172,Start,Alabama,5074296,East South Central
"Livingston, Alabama",1165891122,C,Alabama,5074296,East South Central
"Loachapoka, Alabama",1166206211,C,Alabama,5074296,East South Central
"Lockhart, Alabama",1166206220,C,Alabama,5074296,East South Central
"Locust Fork, Alabama",1173287337,C,Alabama,5074296,East South Central
"Louisville, Alabama",1166206343,Start,Alabama,5074296,East South Central
"Lowndesboro, Alabama",1166206408,C,Alabama,5074296,East South Central
"Loxley, Alabama",1170361974,C,Alabama,5074296,East South Central
"Luverne, Alabama",1173068585,C,Alabama,5074296,East South Central
"Lynn, Alabama",1166206561,Start,Alabama,5074296,East South Central
"Madison, Alabama",1177703025,C,Alabama,5074296,East South Central
"Madrid, Alabama",1166206649,C,Alabama,5074296,East South Central
"Magnolia Springs, Alabama",1166206656,GA,Alabama,5074296,East South Central
"Malvern, Alabama",1166206718,C,Alabama,5074296,East South Central
"Maplesville, Alabama",1166206829,C,Alabama,5074296,East South Central
"Margaret, Alabama",1165892174,C,Alabama,5074296,East South Central
"Marion, Alabama",1165892206,GA,Alabama,5074296,East South Central
"Maytown, Alabama",1166207284,Start,Alabama,5074296,East South Central
"McIntosh, Alabama",1176350576,C,Alabama,5074296,East South Central
"McKenzie, Alabama",1166207344,Start,Alabama,5074296,East South Central
"McMullen, Alabama",1166207363,Start,Alabama,5074296,East South Central
"Memphis, Alabama",1166207484,Start,Alabama,5074296,East South Central
"Mentone, Alabama",1166207510,GA,Alabama,5074296,East South Central
"Midfield, Alabama",1165893352,C,Alabama,5074296,East South Central
"Midland City, Alabama",1166207749,C,Alabama,5074296,East South Central
"Midway, Alabama",1158753496,C,Alabama,5074296,East South Central
"Millbrook, Alabama",1178021676,C,Alabama,5074296,East South Central
"Millport, Alabama",1166207935,C,Alabama,5074296,East South Central
"Millry, Alabama",1166207936,Start,Alabama,5074296,East South Central
"Mobile, Alabama",1178152366,GA,Alabama,5074296,East South Central
"Monroeville, Alabama",1172371452,C,Alabama,5074296,East South Central
"Montevallo, Alabama",1177552745,C,Alabama,5074296,East South Central
"Montgomery, Alabama",1174537991,GA,Alabama,5074296,East South Central
"Moody, Alabama",1179508395,C,Alabama,5074296,East South Central
"Mooresville, Alabama",1169255573,C,Alabama,5074296,East South Central
"Morris, Alabama",1177624137,C,Alabama,5074296,East South Central
"Mosses, Alabama",1175025748,C,Alabama,5074296,East South Central
"Moulton, Alabama",1165894467,C,Alabama,5074296,East South Central
"Moundville, Alabama",1166208667,C,Alabama,5074296,East South Central
"Mount Vernon, Alabama",1166208775,GA,Alabama,5074296,East South Central
"Mountain Brook, Alabama",1172621297,C,Alabama,5074296,East South Central
"Mulga, Alabama",1157496931,Start,Alabama,5074296,East South Central
"Munford, Alabama",1178871326,C,Alabama,5074296,East South Central
"Muscle Shoals, Alabama",1178909921,C,Alabama,5074296,East South Central
"Myrtlewood, Alabama",1166208882,GA,Alabama,5074296,East South Central
"Napier Field, Alabama",1166208894,Start,Alabama,5074296,East South Central
"Natural Bridge, Alabama",1166208941,C,Alabama,5074296,East South Central
"Nauvoo, Alabama",1096820857,C,Alabama,5074296,East South Central
"Nectar, Alabama",1166208963,Start,Alabama,5074296,East South Central
"Needham, Alabama",1166208968,Start,Alabama,5074296,East South Central
"New Brockton, Alabama",1166209021,C,Alabama,5074296,East South Central
"New Hope, Alabama",1165895256,C,Alabama,5074296,East South Central
"New Site, Alabama",1166209336,Start,Alabama,5074296,East South Central
"Newbern, Alabama",1176337691,GA,Alabama,5074296,East South Central
"Newton, Alabama",1166209571,C,Alabama,5074296,East South Central
"Newville, Alabama",1177928995,C,Alabama,5074296,East South Central
"North Courtland, Alabama",1166209704,Start,Alabama,5074296,East South Central
"North Johns, Alabama",1166209738,Start,Alabama,5074296,East South Central
"Northport, Alabama",1167817987,C,Alabama,5074296,East South Central
"Notasulga, Alabama",1175854552,C,Alabama,5074296,East South Central
"Oak Grove, Alabama",1124809704,C,Alabama,5074296,East South Central
"Oak Hill, Alabama",1166209958,C,Alabama,5074296,East South Central
"Oakman, Alabama",1174954255,Start,Alabama,5074296,East South Central
"Odenville, Alabama",1166210198,C,Alabama,5074296,East South Central
"Ohatchee, Alabama",1166210252,C,Alabama,5074296,East South Central
"Oneonta, Alabama",1166092446,C,Alabama,5074296,East South Central
"Onycha, Alabama",1166210466,Start,Alabama,5074296,East South Central
"Opelika, Alabama",1165896665,C,Alabama,5074296,East South Central
"Opp, Alabama",1165896683,C,Alabama,5074296,East South Central
"Orange Beach, Alabama",1172898965,C,Alabama,5074296,East South Central
"Orrville, Alabama",1175606582,C,Alabama,5074296,East South Central
"Owens Cross Roads, Alabama",1172849762,C,Alabama,5074296,East South Central
"Oxford, Alabama",1165896955,C,Alabama,5074296,East South Central
"Ozark, Alabama",1175658038,C,Alabama,5074296,East South Central
"Paint Rock, Alabama",1166210847,C,Alabama,5074296,East South Central
"Parrish, Alabama",1166210982,C,Alabama,5074296,East South Central
"Pelham, Alabama",1174024956,C,Alabama,5074296,East South Central
"Pell City, Alabama",1171029165,C,Alabama,5074296,East South Central
"Pennington, Alabama",1135170013,C,Alabama,5074296,East South Central
"Perdido Beach, Alabama",1166211174,Start,Alabama,5074296,East South Central
"Petrey, Alabama",1096817791,C,Alabama,5074296,East South Central
"Phenix City, Alabama",1160284984,C,Alabama,5074296,East South Central
"Phil Campbell, Alabama",1176609767,C,Alabama,5074296,East South Central
"Pickensville, Alabama",1166211277,C,Alabama,5074296,East South Central
"Piedmont, Alabama",1174026676,C,Alabama,5074296,East South Central
"Pike Road, Alabama",1170574167,C,Alabama,5074296,East South Central
"Pinckard, Alabama",1166211323,Start,Alabama,5074296,East South Central
"Pine Apple, Alabama",1166211355,C,Alabama,5074296,East South Central
"Pine Hill, Alabama",1166211367,Start,Alabama,5074296,East South Central
"Pine Ridge, Alabama",1166211388,Start,Alabama,5074296,East South Central
"Pinson, Alabama",1178582292,C,Alabama,5074296,East South Central
"Pisgah, Alabama",1166211442,C,Alabama,5074296,East South Central
"Pleasant Grove, Alabama",1177636010,C,Alabama,5074296,East South Central
"Pleasant Groves, Alabama",1166229073,Start,Alabama,5074296,East South Central
"Pollard, Alabama",1166229176,Start,Alabama,5074296,East South Central
"Powell, Alabama",1166229333,C,Alabama,5074296,East South Central
"Prattville, Alabama",1167939343,C,Alabama,5074296,East South Central
"Priceville, Alabama",1166229409,C,Alabama,5074296,East South Central
"Prichard, Alabama",1176865405,C,Alabama,5074296,East South Central
"Providence, Alabama",1166229472,Start,Alabama,5074296,East South Central
"Ragland, Alabama",1166229540,C,Alabama,5074296,East South Central
"Rainbow City, Alabama",1158827266,GA,Alabama,5074296,East South Central
"Rainsville, Alabama",1171084402,C,Alabama,5074296,East South Central
"Ranburne, Alabama",1166229569,C,Alabama,5074296,East South Central
"Red Bay, Alabama",1169333757,C,Alabama,5074296,East South Central
"Red Level, Alabama",1166229671,C,Alabama,5074296,East South Central
"Reece City, Alabama",1166229699,Start,Alabama,5074296,East South Central
"Reform, Alabama",1165899409,C,Alabama,5074296,East South Central
"Rehobeth, Alabama",1172196089,C,Alabama,5074296,East South Central
"Repton, Alabama",1166229759,Start,Alabama,5074296,East South Central
"Ridgeville, Alabama",1166229906,Start,Alabama,5074296,East South Central
"River Falls, Alabama",1166230019,C,Alabama,5074296,East South Central
"Riverside, Alabama",1166230024,C,Alabama,5074296,East South Central
"Riverview, Alabama",1166230040,Start,Alabama,5074296,East South Central
"Roanoke, Alabama",1165899878,C,Alabama,5074296,East South Central
"Robertsdale, Alabama",1166314424,C,Alabama,5074296,East South Central
"Rockford, Alabama",1169199856,GA,Alabama,5074296,East South Central
"Rogersville, Alabama",1166230187,C,Alabama,5074296,East South Central
"Rosa, Alabama",1166230264,Start,Alabama,5074296,East South Central
"Russellville, Alabama",1165900503,GA,Alabama,5074296,East South Central
"Rutledge, Alabama",1166230534,Start,Alabama,5074296,East South Central
"St. Florian, Alabama",1166330128,C,Alabama,5074296,East South Central
"Samson, Alabama",1165900688,C,Alabama,5074296,East South Central
"Sand Rock, Alabama",1166230657,C,Alabama,5074296,East South Central
"Sanford, Alabama",1166230687,Start,Alabama,5074296,East South Central
"Saraland, Alabama",1176013392,GA,Alabama,5074296,East South Central
"Sardis City, Alabama",1166230721,C,Alabama,5074296,East South Central
"Satsuma, Alabama",1165900914,C,Alabama,5074296,East South Central
"Scottsboro, Alabama",1174635424,C,Alabama,5074296,East South Central
"Section, Alabama",1166230919,C,Alabama,5074296,East South Central
"Selma, Alabama",1143473983,C,Alabama,5074296,East South Central
"Sheffield, Alabama",1178910007,C,Alabama,5074296,East South Central
"Shiloh, DeKalb County, Alabama",1166231236,C,Alabama,5074296,East South Central
"Shorter, Alabama",1167174337,C,Alabama,5074296,East South Central
"Silas, Alabama",1166231326,C,Alabama,5074296,East South Central
"Silverhill, Alabama",1178521390,C,Alabama,5074296,East South Central
"Sipsey, Alabama",1166231394,Start,Alabama,5074296,East South Central
"Skyline, Alabama",1166231421,C,Alabama,5074296,East South Central
"Slocomb, Alabama",1165901938,Start,Alabama,5074296,East South Central
"Smiths Station, Alabama",1165901985,C,Alabama,5074296,East South Central
"Snead, Alabama",1166231481,Start,Alabama,5074296,East South Central
"Somerville, Alabama",1166231524,C,Alabama,5074296,East South Central
"South Vinemont, Alabama",1166329815,Start,Alabama,5074296,East South Central
"Southside, Alabama",1165902345,C,Alabama,5074296,East South Central
"Spanish Fort, Alabama",1178909983,C,Alabama,5074296,East South Central
"Springville, Alabama",1165902747,C,Alabama,5074296,East South Central
"Steele, Alabama",1166330411,C,Alabama,5074296,East South Central
"Stevenson, Alabama",1165903151,C,Alabama,5074296,East South Central
"Sulligent, Alabama",1165903367,C,Alabama,5074296,East South Central
"Sumiton, Alabama",1177623469,C,Alabama,5074296,East South Central
"Summerdale, Alabama",1166330782,C,Alabama,5074296,East South Central
"Susan Moore, Alabama",1166330933,C,Alabama,5074296,East South Central
"Sweet Water, Alabama",1170589664,GA,Alabama,5074296,East South Central
"Sylacauga, Alabama",1176796677,C,Alabama,5074296,East South Central
"Sylvan Springs, Alabama",1177624259,Start,Alabama,5074296,East South Central
"Sylvania, Alabama",1166331023,GA,Alabama,5074296,East South Central
"Talladega Springs, Alabama",1166331095,C,Alabama,5074296,East South Central
"Talladega, Alabama",1165903654,C,Alabama,5074296,East South Central
"Tallassee, Alabama",1151228134,C,Alabama,5074296,East South Central
"Tarrant, Alabama",1177783643,C,Alabama,5074296,East South Central
"Taylor, Alabama",1166331142,C,Alabama,5074296,East South Central
"Thomaston, Alabama",1166331276,C,Alabama,5074296,East South Central
"Thomasville, Alabama",1178846594,GA,Alabama,5074296,East South Central
"Thorsby, Alabama",1166331319,C,Alabama,5074296,East South Central
"Town Creek, Alabama",1166331496,C,Alabama,5074296,East South Central
"Toxey, Alabama",1166331527,Start,Alabama,5074296,East South Central
"Trafford, Alabama",1166331545,Start,Alabama,5074296,East South Central
"Triana, Alabama",1178614293,GA,Alabama,5074296,East South Central
"Trinity, Alabama",1166331634,C,Alabama,5074296,East South Central
"Troy, Alabama",1176314436,C,Alabama,5074296,East South Central
"Trussville, Alabama",1175000150,C,Alabama,5074296,East South Central
"Tuscaloosa, Alabama",1179478135,B,Alabama,5074296,East South Central
"Tuscumbia, Alabama",1178910105,GA,Alabama,5074296,East South Central
